,genres,release_date,price,id,game_name
104505,"Action, Adventure, Indie",2017-08-22,1.99,687210,White Day - BlazBlue Collaboration Costume - Bong-Goo Lee - White Day - BlazBlue Collaboration Costume - Bong-Goo Lee
104506,"Action, Adventure, Indie",2017-08-22,1.99,687200,White Day - BlazBlue Collaboration Costume - Hee-Min Lee - White Day - BlazBlue Collaboration Costume - Hee-Min Lee
104507,"Action, Adventure, Indie",2017-08-22,1.99,687190,White Day - BlazBlue Collaboration Costume - Ji-Hyeon Seol - White Day - BlazBlue Collaboration Costume - Ji-Hyeon Seol
104508,"Action, Adventure, Indie",2017-08-22,1.99,687050,White Day - Apple School Uniform - Sung-A Kim - White Day - Apple School Uniform - Sung-A Kim
104509,"Action, Adventure, Indie",2017-08-22,1.99,687060,White Day - Apple School Uniform - Ji-Hyeon Seol - White Day - Apple School Uniform - Ji-Hyeon Seol
104510,"Action, Adventure, Indie",2017-08-22,1.99,687180,White Day - BlazBlue Collaboration Costume - Sung-A Kim - White Day - BlazBlue Collaboration Costume - Sung-A Kim
104511,"Action, Indie, Sports",2017-08-21,9.99,635930,DOGO - DOGO
104513,"Action, Adventure, Indie",2017-08-22,1.99,687080,White Day - Apple School Uniform - Ji-Min Yoo - White Day - Apple School Uniform - Ji-Min Yoo
104514,"Indie, Simulation, Strategy",2017-08-21,3.99,666350,Escapists 2 - Glorious Regime Prison - Escapists 2 - Glorious Regime Prison
104515,"Indie, Simulation, Strategy",2017-08-21,19.99,641990,The Escapists 2 - The Escapists 2
104518,"Indie, Strategy",2017-08-21,2.99,696210,TASTEE: Lethal Tactics - Map: Jurassic Narc - TASTEE: Lethal Tactics - Map: Jurassic Narc
104519,Action,2017-08-21,3.99,662940,Never Not Shooting - Never Not Shooting
104520,"Casual, Free to Play, Indie, Strategy",2017-08-19,Free To Play,684250,月之暗面 The Dark Side Of The Moon - 月之暗面 The Dark Side Of The Moon
104521,Indie,2017-08-18,1.99,679960,Brain Crush - Brain Crush
104522,"Indie, Simulation",2017-08-18,3.99,461249,Euro Truck Simulator 2 - DAF Tuning Pack - Euro Truck Simulator 2 - DAF Tuning Pack
104523,Strategy,2017-08-18,14.99,657500,Hold the Line: The American Revolution - Hold the Line: The American Revolution
104524,"Action, Indie, Racing",2017-08-18,4.99,673280,GyroSphere Trials - GyroSphere Trials
104525,"Action, Adventure, Indie, Early Access",2017-08-18,9.99,657990,Crafting Dead - Crafting Dead
104526,"Action, Adventure, Indie",2017-08-18,9.99,629350,Endless Dream - Endless Dream
104527,Simulation,2017-08-18,49.99,602813,FSX Steam Edition: Hong Kong FSX Live Add-On - FSX Steam Edition: Hong Kong FSX Live Add-On
104528,"Action, Indie",2017-08-18,9.99,624680,Promethium - Promethium
104529,Indie,2017-07-27,0.99,674630,Town doubt 小镇疑云 - Town doubt 小镇疑云
104530,"Action, Casual, Indie, Sports, Strategy",2017-08-17,9.99,429360,Lupinball - Lupinball
104532,"Adventure, Casual, Indie",2017-08-17,5.99,676820,Subsurface Circular - Subsurface Circular
104533,"Action, Adventure, Casual, Indie",2017-08-17,0.99,689990,Achievement Hunter: Darkness - Achievement Hunter: Darkness
104534,"Casual, Indie",2017-08-17,0.99,692200,aMAZE Dark Times - aMAZE Dark Times
104535,"Indie, RPG",2017-08-17,2.99,664340,Indeep | The casual dungeon crawler - Indeep | The casual dungeon crawler
104536,"Indie, Massively Multiplayer, RPG",2017-08-17,19.99,361800,Tree of Life - Tree of Life
104537,"Indie, RPG",2017-08-17,1.99,683760,Strangers of the Power - Strangers of the Power
104540,"Adventure, Indie",2017-08-17,3.99,662980,Postmen Of Horizon - Postmen Of Horizon
104541,"Action, Casual, Indie, Simulation, Strategy",2017-08-17,0.99,690240,Trivia Vault: Classic Rock Trivia - Trivia Vault: Classic Rock Trivia
104542,"Action, Casual, Indie",2017-08-17,1.99,624780,Cornflower Corbin - Cornflower Corbin
104543,"Indie, RPG, Simulation",2017-08-18,5.99,691980,Fortune's Tavern - Remastered - Fortune's Tavern - Remastered
104544,"Action, Indie, Simulation, Strategy, Early Access",2017-08-18,14.99,681330,Helium Rain - Helium Rain
104545,"Action, Adventure, Casual, Indie, Massively Multiplayer",2017-08-18,0.99,644310,BALLOON Saga - BALLOON Saga
104547,Action,2017-08-18,9.99,622170,Offensive Combat: Redux! - Offensive Combat: Redux!
104548,"Adventure, Casual, Indie, RPG, Strategy",2017-08-18,4.99,548320,Magical Mysteries: Path of the Sorceress - Magical Mysteries: Path of the Sorceress
104549,"Casual, Indie, Simulation",2017-08-18,1.99,696340,Anomalies - Music Collection - Anomalies - Music Collection
104550,"Action, Adventure, Indie, RPG",2017-08-18,6.99,589740,Blue Horizon - Blue Horizon
104552,"Action, Casual, Simulation, Early Access",2017-08-18,3.99,676550,Crash Test Billy - Crash Test Billy
104553,"Action, Adventure, Indie",2017-08-18,0.99,684490,MonsterS in haha Island (群妖志) - MonsterS in haha Island (群妖志)
104554,"Casual, Indie",2017-08-18,4.99,694610,Lumak's Wraptiles - Lumak's Wraptiles
104555,"RPG, Strategy",1992-01-01,9.99,670180,Castles II: Siege & Conquest - Castles II: Siege &amp; Conquest
104556,"Action, Casual, Indie",2017-08-19,0.99,676000,Bloody Mice - Bloody Mice
104557,"Adventure, Casual, Indie",2017-08-19,2.99,696190,Vacant - Vacant
104558,"Casual, Indie, Simulation, Strategy, Early Access",2017-08-20,7.99,604110,Heart. Papers. Border. - Heart. Papers. Border.
104560,"Action, Indie, Strategy",2017-08-21,14.99,662920,WESTSLINGERS - WESTSLINGERS
104561,"Action, Indie",2014-04-04,4.99,675210,CastleMiner Warfare - CastleMiner Warfare
104562,"Indie, Simulation",2017-08-21,0.99,678820,Gun-Running War Dogs - Gun-Running War Dogs
104563,"Action, Massively Multiplayer, RPG, Simulation",2017-08-17,4.99,684130,Crimson Tide: Operation Online - Crimson Tide: Operation Online
104564,"Adventure, Indie, RPG",2017-08-21,2.99,688680,Oswald's Adventure - Oswald's Adventure
104565,"Indie, Strategy",2017-08-17,24.99,227860,Castle Story - Castle Story
104567,"Casual, Indie",2017-08-16,0.99,681480,Ancient Worlds: Jaguar's Fate - Ancient Worlds: Jaguar's Fate
104568,RPG,2017-08-16,19.99,638160,Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史 - Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史
104569,"Casual, Strategy",2017-08-16,2.99,688170,Denki Gaka's Bombshell - Denki Gaka's Bombshell
104570,RPG,2017-08-16,5.99,688090,Moero Chronicle - Deluxe Pack | 限界凸記 モエロクロニクル  デラックスセット| 極限凸記　萌萌編年史　數位附錄套組 - Moero Chronicle - Deluxe Pack | 限界凸記 モエロクロニクル  デラックスセット| 極限凸記　萌萌編年史　數位附錄套組
104576,"Casual, Indie",2017-08-16,3.99,676320,Letter-Setter - Letter-Setter
104577,Simulation,2017-08-16,8.99,672860,StellarHub - StellarHub
104578,"Action, Casual, Indie, Sports",2017-08-16,4.99,647370,VR Sports - Golf - VR Sports - Golf
104579,"Action, Free to Play, Massively Multiplayer, RPG, Early Access",2017-08-16,Free To Play,621880,Phoenix Dynasty 2 - Phoenix Dynasty 2
104580,"Action, Adventure, Casual, RPG",2017-08-17,8.99,691920,The Art Of Knuckle Sandwich - The Art Of Knuckle Sandwich
104581,Simulation,2017-08-17,Free To Play,648650,OMSI 2 Add-on VanHool Generationen Reihe - OMSI 2 Add-on VanHool Generationen Reihe
104582,"Action, Casual, Indie",2017-08-17,0.99,691130,The Dropping of The Dead - The Dropping of The Dead
104583,"Action, Simulation",2017-08-17,14.99,635430,Blue Angels Aerobatic Flight Simulator - Blue Angels Aerobatic Flight Simulator
104584,Simulation,2017-08-17,39.99,621870,Train Simulator: Arosa Line Route Add-On - Train Simulator: Arosa Line Route Add-On
104585,"Indie, RPG, Simulation, Strategy",2017-08-17,5.99,687650,辣条杂货店:回到1997，我当小商贩 - 辣条杂货店:回到1997，我当小商贩
104586,Simulation,2017-08-17,29.99,675340,X-Plane 11 - Add-on: Aerosoft - Airport Bali - X-Plane 11 - Add-on: Aerosoft - Airport Bali
104587,"Adventure, Indie, RPG",2017-08-10,4.99,696230,West of Loathing OST - West of Loathing OST
104589,"Casual, Indie, Simulation",2017-08-10,1.99,688020,Kitchen Simulator 2 - Kitchen Simulator 2
104591,"Free to Play, Simulation, Strategy",2017-08-17,14.99,626790,Order of Battle: Burma Road - Order of Battle: Burma Road
104592,"Simulation, Strategy",2017-08-17,6.99,614581,Cities: Skylines - Concerts - Cities: Skylines - Concerts
104593,"Casual, Indie, Racing",2017-08-15,1.99,586130,Survival Driver - Survival Driver
104594,"Adventure, Casual, Indie, Strategy",2017-05-14,6.99,666050,Rescue Team 7 - Rescue Team 7
104595,"Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy",2017-08-16,4.99,690670,Klondike Solitaire Kings - Klondike Solitaire Kings
104596,"Adventure, Indie",2017-08-16,1.99,676730,Behind The Door - Behind The Door
104597,"Casual, Indie, Simulation, Strategy",2017-08-16,0.99,689180,Trivia Vault: 1980's Trivia - Trivia Vault: 1980's Trivia
104599,"Action, Adventure, Indie, RPG",2017-08-16,11.99,639470,Original Journey - Original Journey
104600,"Action, Indie",2017-08-16,0.99,661300,Radical Spectrum: Volume 2 - Radical Spectrum: Volume 2
104602,"Action, Indie",2017-08-16,14.99,322110,20XX - 20XX
104603,"Casual, Free to Play, Indie, Simulation, Sports, Strategy",2017-08-15,5.99,591504,Pixel Puzzles Ultimate - Puzzle Pack: Shipwrecks - Pixel Puzzles Ultimate - Puzzle Pack: Shipwrecks
104604,Action,2017-08-15,14.99,643620,Night Trap - 25th Anniversary Edition - Night Trap - 25th Anniversary Edition
104605,"Action, Casual, Indie, Early Access",2017-08-15,3.99,675160,Soldier Killer - Soldier Killer
104607,"Casual, Indie",2017-08-14,1.99,686490,ArkanoidSmoking - ArkanoidSmoking
104608,"Action, Casual, Indie",2017-08-14,1.99,683130,EXON: The Impossible Challenge - EXON: The Impossible Challenge
104609,Action,2017-08-14,6.99,665350,Mayhem Above - Mayhem Above
104610,Casual,2017-08-07,2.99,694080,Mayhem Above - Soundtrack - Mayhem Above - Soundtrack
104611,"Adventure, Indie",2017-08-14,6.99,677790,SOULS - SOULS
104612,"Action, Free to Play, Indie, Massively Multiplayer, RPG",2017-08-10,59.99,670961,Gangs of Space - Shark Investor Pack - Gangs of Space - Shark Investor Pack
104613,"Action, Casual, Indie",2017-08-14,0.99,660270,Space Scumbags - Space Scumbags
104614,"Action, Adventure, Simulation, Early Access",2017-08-14,4.99,679070,Fapic - Fapic
104615,"Action, Indie, Early Access",2017-08-10,9.99,667170,Undead Souls - Undead Souls
104618,"Action, Adventure",2017-08-10,1.99,676520,Piece of Memory 2:Prologue - Piece of Memory 2:Prologue
104619,"Casual, Indie",2017-08-10,2.99,563710,Loops of Zen - Loops of Zen
104620,"Action, Indie, RPG",2017-08-11,15.99,659790,Hero of the Galactic Core - Hero of the Galactic Core
104621,"Action, Adventure, Casual, Indie, Simulation",2017-08-10,4.99,357650,Project Explore - Project Explore
104622,"Action, Casual, Indie",2017-08-11,3.99,661820,I.F.O - I.F.O
104623,"Casual, Indie",2017-08-22,0.99,686230,OutSplit - OutSplit
104624,"Action, Indie",2017-08-10,5.99,691310,"Trouble Witches Origin,Special additional character : Cotton - Trouble Witches Origin,Special additional character : Cotton"
104625,Casual,2017-08-11,6.99,677220,Silver Tale - Silver Tale
104626,Indie,2017-08-11,0.99,666690,Animal Crush - Animal Crush
104627,"Action, Adventure, Indie",2017-08-11,5.99,689480,Leon's crusade (La cruzada de León) - Leon's crusade (La cruzada de León)
104628,"Action, Casual, Racing",2017-07-14,5.99,679640,C64 & AMIGA Classix Remakes Sixpack - C64 &amp; AMIGA Classix Remakes Sixpack
104629,"Action, Adventure, Indie",2007-08-11,Free,690030,Leon's crusade - Melodies of the cursed people (Soundtrack + extra music) - Leon's crusade - Melodies of the cursed people (Soundtrack + extra music)
104630,"Action, Indie, RPG, Strategy, Early Access",2017-08-11,5.99,600250,Art of Guile - Art of Guile
104632,"Action, Adventure, Indie",2017-07-15,0.99,680690,Kama Bullet Heritage - Kama Bullet Heritage
104633,"Action, Adventure, Indie, RPG",2017-08-15,7.99,677910,Life on Mars Remake - Life on Mars Remake
104634,"Casual, Indie, Simulation, Strategy, Early Access",2017-08-11,9.99,606800,Startup Company - Startup Company
104635,Indie,2017-12-01,14.99,645820,Odysseus Kosmos and his Robot Quest: Adventure Game - Odysseus Kosmos and his Robot Quest: Adventure Game
104636,"Racing, Early Access",2017-08-11,9.99,504460,Team Racing League - Team Racing League
104637,"Action, Adventure, Indie, RPG",2017-08-11,9.99,640430,Dragon's Dungeon: Awakening - Dragon's Dungeon: Awakening
104638,"Adventure, Indie, RPG",2017-08-09,1.99,689070,Asyula 方舟之链 - Asyula 方舟之链
104640,"Adventure, Casual",2017-08-09,9.99,663120,The Rosebud Condominium - The Rosebud Condominium
104642,"Action, Adventure, Indie, RPG, Early Access",2017-08-09,15.99,613370,Upside-Down Dimensions - Upside-Down Dimensions
104644,"Action, Indie",2017-08-11,7.99,661220,Cutthroat Gunboat - Cutthroat Gunboat
104645,"Casual, Indie",2017-08-09,4.99,677720,Tangrams Deluxe - Tangrams Deluxe
104646,"Action, Casual, Massively Multiplayer, Racing, Simulation, Sports",2017-08-09,Free,689890,Qbike: Synthwave Soundtrack - Qbike: Synthwave Soundtrack
104648,Adventure,2017-08-09,3.99,664060,Willful - Willful
104649,"Adventure, Indie, Simulation",2017-08-09,Free,644700,Oh...Sir! The Hollywood Roast - Small Screen Stars Pack - Oh...Sir! The Hollywood Roast - Small Screen Stars Pack
104651,"Action, Adventure, Casual, Indie",2017-08-09,1.99,627410,BlackEye - BlackEye
104652,"Action, Adventure, Casual, Indie",2017-07-27,1.99,660110,DepthMera - DepthMera
104653,"Adventure, Casual, Indie, RPG",2017-08-17,4.99,680040,Kukui - Kukui
104655,"Casual, Indie",2017-08-09,9.99,553330,Clutter (VII) Infinity: Joe's Ultimate Quest - Clutter (VII) Infinity: Joe's Ultimate Quest
104656,"Indie, RPG, Simulation, Strategy",2017-08-09,4.99,677640,Halcyon 6: Lightspeed Edition - Soundtrack - Halcyon 6: Lightspeed Edition - Soundtrack
104657,"Indie, RPG, Simulation, Strategy",2017-08-10,14.99,651660,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION) - Halcyon 6: Starbase Commander (LIGHTSPEED EDITION)
104658,"Design &amp; Illustration, Web Publishing",2017-08-09,9.99,645180,SMILE GAME BUILDER 3D Character Editor - SMILE GAME BUILDER 3D Character Editor
104661,Simulation,2017-08-10,6.99,689870,OMSI 2 Add-on Downloadpack Vol. 3 – KI-Menschen - OMSI 2 Add-on Downloadpack Vol. 3 – KI-Menschen
104662,Casual,2017-08-10,6.99,677880,Draw Your Game - Draw Your Game
104664,"Action, Casual, Racing",2017-08-10,9.99,656780,Bullyparade - DER Spiel - Bullyparade - DER Spiel
104665,"Adventure, Indie, RPG",2017-08-10,8.99,661120,Mercury: Cascade into Madness - Mercury: Cascade into Madness
104666,"Action, Adventure, Indie, Sports",2017-08-10,13.99,625910,Time Recoil - Time Recoil
104667,"Adventure, Casual, Indie, Strategy",2017-08-10,3.99,685370,Jewels of the Mysterious Woodland - Jewels of the Mysterious Woodland
104668,"Action, Adventure",2017-08-11,1.99,659120,Survive - Survive
104669,"Action, Indie",2017-08-10,1.99,582920,From Shadows - From Shadows
104670,"Action, Adventure, Indie",2017-08-10,14.99,445870,Phantom Trigger - Phantom Trigger
104671,"Action, Indie",2017-08-08,4.99,674320,Brimstone - Brimstone
104673,"Action, Casual, Indie",2017-08-08,7.99,689300,Monsteria - Monsteria
104675,Action,2017-08-08,14.99,648630,Damascus Gear Operation Tokyo HD - Damascus Gear Operation Tokyo HD
104676,Indie,2017-08-06,0.99,693910,Firewood Soundtrack - Firewood Soundtrack
104677,"Casual, Free to Play, Indie",2017-08-08,Free To Play,675630,Super POTUS Trump - Super POTUS Trump
104678,"Casual, Indie",2017-08-08,1.99,669490,BlockDude - BlockDude
104679,"Adventure, Casual, Indie, Simulation, Early Access",2017-08-08,9.99,614630,Tiny Rails - Tiny Rails
104680,"Casual, Indie",2017-08-08,6.99,642650,Pepper's Puzzles - Pepper's Puzzles
104681,"Action, Indie",2017-08-08,Free,619801,88 Heroes – RSG Champions - 88 Heroes – RSG Champions
104682,"Action, Adventure, Casual, Indie",2017-08-08,0.99,674110,Achievement Hunter: Overdose - Achievement Hunter: Overdose
104683,"Action, Adventure, Casual, Indie",2017-08-08,2.99,663590,Foxfolk - Foxfolk
104684,"Casual, Indie",2017-08-08,Free,687820,qop - DLC - qop - DLC
104685,"Adventure, Casual",2017-08-08,14.99,662390,Squish and the Corrupted Crystal - Squish and the Corrupted Crystal
104686,"Action, Indie",2017-08-06,2.99,666320,Watergate Xtreme - Watergate Xtreme
104687,"Adventure, Casual, Indie, RPG, Strategy",2017-08-08,2.99,670590,Alexander (Character for Occult Raise) - Alexander (Character for Occult Raise)
104688,Casual,2017-08-06,5.99,656340,SOLITAIRE ULTRA - SOLITAIRE ULTRA
104689,"Indie, RPG",2017-08-07,0.99,680140,Tetsoidea Eternal RPG - Tetsoidea Eternal RPG
104692,"Action, Casual, Indie",2017-08-07,7.99,669830,Asteroids Millennium - Asteroids Millennium
104693,"Adventure, Indie",2017-08-11,16.99,650570,Code 7 - Code 7
104695,"Action, Indie, Strategy, Early Access",2017-08-07,4.99,412210,Warfront Defenders: Westerplatte - Warfront Defenders: Westerplatte
104696,"Casual, Indie",2017-08-05,0.99,685000,BAE - BAE
104697,"Action, Adventure, Indie",2017-08-08,0.99,679650,dead_file.exe - dead_file.exe
104698,"Casual, Indie",2017-08-07,0.99,682730,Hearing - Hearing
104704,"Casual, Strategy",2017-08-07,6.99,657110,2 Planets Fire and Ice - 2 Planets Fire and Ice
104706,"Action, Adventure, Casual, Indie",2017-08-07,0.99,678290,Ezy - Ezy
104707,"Action, Casual, Indie",2017-08-07,16.99,506500,Party Panic - Party Panic
104708,"Action, Adventure, Indie",2017-06-08,1.99,673980,Spears 'n' Spades - Spears 'n' Spades
104709,"Action, Adventure, Indie",2017-08-07,0.99,682910,No Lights - No Lights
104710,"Action, Indie, Strategy",2017-08-07,3.99,684650,Turret Sector - Turret Sector
104713,Action,2017-08-07,29.99,350280,LawBreakers - LawBreakers
104714,"Casual, Free to Play, Indie, Strategy",2017-05-26,2.99,644961,Picross Touch - Donation Level 2 - Picross Touch - Donation Level 2
104715,Action,2017-08-07,12.99,620150,LawBreakers - Deadzo Deluxe DLC - LawBreakers - Deadzo Deluxe DLC
104716,Indie,2017-08-07,5.99,658810,Flux8 - Flux8
104718,Action,2017-08-07,36.99,679290,DOA5LR Zack Island Swimwear Set - DOA5LR Zack Island Swimwear Set
104719,"Action, Adventure, Indie",2017-08-08,29.99,414340,Hellblade: Senua's Sacrifice - Hellblade: Senua's Sacrifice
104731,"Action, Adventure, Casual, Indie",2017-08-07,2.99,679930,36 Fragments of Midnight - 36 Fragments of Midnight
104734,"Casual, Free to Play, Indie, Simulation, Sports, Strategy",2017-08-07,11.99,591505,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 2 - Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 2
104736,"Casual, Free to Play, Indie, Strategy",2017-05-26,4.99,644962,Picross Touch - Donation Level 3 - Picross Touch - Donation Level 3
104737,"Casual, Free to Play, Indie, Strategy",2017-05-26,0.99,644960,Picross Touch - Donation Level 1 - Picross Touch - Donation Level 1
104738,"Casual, Free to Play, Indie, Strategy",2017-05-26,6.99,645910,Picross Touch - Donation Level 4 - Picross Touch - Donation Level 4
104739,Strategy,2017-08-04,Free to Play,663170,Prime Shift - Prime Shift
104741,Indie,2017-08-04,4.99,663540,Murder... - Murder...
104742,Strategy,2017-08-04,14.99,508300,Strategy & Tactics: Dark Ages - Strategy &amp; Tactics: Dark Ages
104743,"Action, Adventure, Indie, RPG",2017-08-04,2.99,671810,The Adventures of Capitano Navarro - The Adventures of Capitano Navarro
104744,"Adventure, Casual, Indie",2017-08-04,0.99,681650,Douche Bag - Douche Bag
104745,"Adventure, Casual, Indie, RPG, Simulation",2017-08-01,1.99,674380,Delude - Succubus Prison - Delude - Succubus Prison
104746,RPG,2017-08-03,2.99,605360,The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Value Pack 1 - The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Value Pack 1
104747,"Action, Adventure, Casual, Indie",2017-08-04,0.99,674040,Achievement Hunter: Begins - Achievement Hunter: Begins
104749,"Action, Indie",2017-08-03,9.99,594820,An Oath to the Stars - An Oath to the Stars
104750,RPG,2017-08-03,2.99,605361,The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Value Pack 2 - The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Value Pack 2
104751,"Action, Casual, Sports",2017-08-03,0.99,673780,Mad Arkanoid - Mad Arkanoid
104753,Action,2017-08-03,3.99,679350,Abstract Arena - Original Soundtrack - Abstract Arena - Original Soundtrack
104754,"Action, Adventure, Casual, Indie, Racing, Sports, Early Access",2017-08-03,0.99,681150,Rainbow Duck - Rainbow Duck
104755,Simulation,2017-08-03,19.99,500245,Train Simulator: DB BR 642 DMU Add-On - Train Simulator: DB BR 642 DMU Add-On
104756,"Massively Multiplayer, RPG, Early Access",2017-08-03,172.24,614860,XAOC - XAOC
104759,Indie,2017-08-03,0.99,672260,Fish for gold - Fish for gold
104760,"Action, Adventure, Indie, Simulation",2017-08-03,4.99,655040,Deltaplan Simulator - Deltaplan Simulator
104763,"Indie, Simulation, Strategy",2017-08-02,14.99,650220,Interplanetary: Enhanced Edition - Interplanetary: Enhanced Edition
104764,Strategy,2017-08-02,4.99,674700,Interplanetary OST - Interplanetary OST
104769,"Action, Casual, Indie",2017-08-01,1.99,667310,Animal Herding - Animal Herding
104770,"Casual, Strategy",2017-08-02,6.99,656890,Jewel Venture - Jewel Venture
104771,"Action, Casual, Indie",2015-12-31,2.99,654600,PowBall Renaissance - PowBall Renaissance
104772,"Action, Indie, Simulation, Early Access",2017-08-01,4.99,663100,Thrust & Shoot : Flight School - Thrust &amp; Shoot : Flight School
104773,"Action, Adventure, Indie",2017-08-01,14.99,659480,The Initiate - The Initiate
104774,"Indie, Simulation, Strategy",2017-08-01,19.99,600280,Supreme Ruler The Great War - Supreme Ruler The Great War
104779,"Adventure, Indie",2017-08-01,19.99,343860,Tacoma - Tacoma
104781,RPG,2017-08-01,2.99,679470,Solenars Edge Rebirth - Solenars Edge Rebirth
104782,"Action, Adventure, Indie",2017-08-01,1.99,690700,The Initiate Soundtrack - The Initiate Soundtrack
104785,"Adventure, Indie",2017-08-01,3.99,652600,Descent - Silence of Mind - Descent - Silence of Mind
104786,"Action, Adventure, Casual, Indie",2017-08-01,6.99,672380,Ameline and the Ultimate Burger - Ameline and the Ultimate Burger
104787,Sports,2017-08-01,9.99,564910,NBA Playgrounds - Unlock Roster - NBA Playgrounds - Unlock Roster
104788,"Action, Indie, Animation &amp; Modeling, Design &amp; Illustration",2017-08-02,9.99,666030,Fighter Creator - Commercial - Fighter Creator - Commercial
104789,"Adventure, Casual, Indie",2017-07-27,5.99,687140,The Darkside Detective - Soundtrack - The Darkside Detective - Soundtrack
104792,Indie,2017-08-01,9.99,620200,A Hand in the Darkness - A Hand in the Darkness
104793,"Adventure, Casual, Indie",2017-08-01,1.99,671480,MokMok - MokMok
104794,"Action, Adventure, Casual",2017-08-01,2.99,572240,Snake 3D Adventures - Snake 3D Adventures
104795,"Indie, RPG",2017-08-01,8.99,573170,Fidel Dungeon Rescue - Fidel Dungeon Rescue
104796,"Casual, Early Access",2017-07-31,3.99,673050,StarBallMadNess - StarBallMadNess
104798,"Adventure, Casual, Indie",2017-07-31,4.99,663600,Genie - Genie
104799,"Action, Indie",2017-07-31,9.99,658150,Skeleton Boomerang - Skeleton Boomerang
104800,"Action, Adventure, Indie",2017-07-31,4.99,545560,Happy Singh Adventures - Happy Singh Adventures
104801,"Casual, Indie",2017-07-26,0.99,633350,WtBoy - WtBoy
104802,"Adventure, Casual, Indie, Simulation, Early Access",2017-07-31,1.99,672360,ISEE - ISEE
104803,"Indie, RPG",2017-08-01,9.99,670940,The Voice in the Void - The Voice in the Void
104804,"Adventure, Casual, Indie",2017-08-01,4.99,615180,Firewood - Firewood
104805,"Casual, Strategy",2017-07-25,5.99,547520,Rapture - World Conquest - Rapture - World Conquest
104806,Adventure,2017-08-01,9.99,652950,Maggie's Apartment - Maggie's Apartment
104807,"Racing, Simulation, Sports",2017-08-01,1.99,437121,Team Booster Pack - Team Booster Pack
104808,"Action, Adventure, Indie",2017-08-01,3.99,675120,Crusader Crash - Crusader Crash
104809,"Racing, Simulation, Sports",2017-08-01,2.99,437120,Hyundai R5 rally car - Hyundai R5 rally car
104810,"Adventure, Indie, RPG",2017-08-01,0.99,592810,SUPER ARMY OF TENTACLES 3: Brian Tries To Draw! Outfit Pack - SUPER ARMY OF TENTACLES 3: Brian Tries To Draw! Outfit Pack
104811,"Action, Indie, Racing, Strategy",2017-08-01,7.99,671290,Deadliners - Deadliners
104813,"Casual, Free to Play, Indie, Simulation, Sports, Strategy",2017-08-01,4.99,591507,Pixel Puzzles Ultimate - Puzzle Pack: Macro - Pixel Puzzles Ultimate - Puzzle Pack: Macro
104814,"Action, Indie",2017-08-01,1.99,675030,Super Samurai Rampage - Super Samurai Rampage
104815,"Casual, Indie, Strategy",2017-08-01,9.99,659180,Medieval Mystery Match - Medieval Mystery Match
104816,"Action, Adventure, Casual, Free to Play, Indie, RPG",2017-08-01,Free To Play,578600,A Step Into Darkness - A Step Into Darkness
104817,"Action, Adventure, Massively Multiplayer, RPG",2017-07-31,59.99,579930,Secret World Legends: Supernatural Bundle - Secret World Legends: Supernatural Bundle
104818,"Action, Adventure, Casual, Indie",2017-07-31,4.99,682350,Gnome Light - Gnome Light
104819,Strategy,1991-01-01,9.99,678620,Battle Chess II: Chinese Chess - Battle Chess II: Chinese Chess
104820,"Action, Casual, Indie",2017-07-31,1.99,655910,BULLET PARTY - BULLET PARTY
104824,"Action, Adventure, Indie, RPG, Early Access",2017-07-31,14.99,487000,Quest Hunter - Quest Hunter
104825,"Action, Indie",2017-07-31,9.99,661180,Simplefield - Simplefield
104826,"Free to Play, Indie, Strategy",2017-07-30,Free To Play,654680,Ziggurat 3D Chess - Ziggurat 3D Chess
104827,"Action, Indie",2017-07-30,1.99,656190,THE HOUCHI PLAY -THE 放置プレイ- - THE HOUCHI PLAY -THE 放置プレイ-
104828,"Action, Casual, Indie, Racing",2017-07-30,0.99,651550,ConcPerfect 2017 - ConcPerfect 2017
104829,"Action, Simulation, Sports",2017-07-30,9.99,674570,Bear Football - Bear Football
104831,"Casual, Indie, Strategy, Early Access",2017-07-31,0.99,656270,It`s Village - It`s Village
104833,"Adventure, Casual, Indie",2017-07-31,3.99,684360,Soulslayer - Original Soundtrack - Soulslayer - Original Soundtrack
104836,Simulation,2017-07-31,24.99,614005,X-Plane 11 - Add-on: FunnerFlight - Airport Los Angeles International V2 - X-Plane 11 - Add-on: FunnerFlight - Airport Los Angeles International V2
104840,"Action, Adventure, Indie, RPG",2017-07-31,3.99,520300,Underworld Dungeon - Underworld Dungeon
104841,"Action, Indie, RPG, Strategy",2017-07-31,4.99,674960,Gods of the Fallen Land - Gods of the Fallen Land
104842,"Adventure, Casual, Indie",2017-07-28,3.99,679190,The Hunting God - The Hunting God
104843,"Action, Adventure, Indie",2017-07-28,4.99,484970,Goblin Scourge! - Goblin Scourge!
104844,"Casual, Indie",2017-07-28,0.99,675370,Gulu - Gulu
